SA1_CODE_2021,Popn
30305107402,514
30305107408,6
30305107409,665
30305107410,545
30305107411,441
30305107412,576
30305107413,456
30305107414,260
30305107416,281
30305107417,445
30305107418,676
30305107419,148
30305107420,701
30305107421,276
30305107422,349
30305107423,416
30305107424,578
30305107425,583
30305107426,578
30305107427,378
30305107428,353
30305107429,638
30305107430,371
30305107501,1310
30305107502,724
30305107503,1094
30305107504,430
30305107505,694
30305107506,785
30305107507,692
30305107508,542
30305107509,554
30305107510,504
30305107511,547
30305107512,288
30305107513,308
30305107514,0
30305107515,530
30305107516,394
30305107517,411
30305107518,353
30305107519,446
30305107520,360
30305107521,248
30305107523,565
30305107524,515
30305107525,497
30305107526,480
30305107527,436
30305107528,342
30305107529,401
30305107530,300
30305107531,312
30305107532,157
30305107533,495
30305107534,383
30305107601,336
30305107602,0
30305107603,221
30305107604,335
30305107605,3
30305107606,283
30305107607,518
30305107608,458
30305107609,241
30305107610,434
30305107611,381
30305107612,303
30305107613,313
30305107614,392
30305107615,295
30305107616,278
30305107617,480
30305107618,584
30305107619,340
30305107620,310
30305107621,269
30305107622,627
30305107623,400
30305107624,225
30305107625,7
30305107626,298
30305107627,290
30305107628,399
30305107629,625
30305107630,15
30305107631,12
30305107632,9
30306107701,600
30306107702,560
30306107703,432
30306107704,511
30306107705,645
30306107706,353
30306107707,1583
30306107708,652
30306107709,566
30306107710,768
30306107711,170
30306107712,361
30306107713,191
30306107714,359
30306107715,274
30306107716,533
30306107717,475
30306107801,309
30306107802,495
30306107803,484
30306107804,907
30306107805,324
30306107806,532
30306107807,247
30306107808,402
30306107809,207
30306107810,656
30306107811,797
30306107812,573
30306107813,276
30306107814,710
30306107815,436
30306107816,429
30306107817,402
30306107818,268
30306107819,298
30306107820,409
30306107821,361
30306107822,429
30306107823,334
30306107824,512
30306107825,430
30306107826,438
30306107827,476
30306107828,425
30306107829,456
30306107830,268
30306107831,261
30306107832,487
30306107901,518
30306107902,413
30306107903,608
30306107904,383
30306107905,528
30306107906,248
30306107907,400
30306107908,416
30306107909,586
30306107910,480
30306107911,395
30306107912,460
30306107913,475
30306107914,324
30306107915,651
30306107916,412
30306107917,272
30306107918,607
30306107919,516
30306107920,344
30306108001,263
30306108002,208
30306108003,225
30306108004,544
30306108005,583
30306108006,578
30306108007,630
30306108008,449
30306108009,472
30306108010,561
30306108011,571
30306108012,361
30306108013,700
30306108014,492
30306108015,363
30306108016,660
30306108017,618
30306108018,464
30306108019,420
30306108020,299
30306108021,257
30306108022,564
30306108023,566
30306108024,482
30306108025,581
30306108026,632
30306108027,471
30306108028,485
30306108029,535
30306108030,408
30306108031,510
30306108032,211
30306108033,363
30306108034,304
30306108035,422
30306108036,450
30306108037,288
30306108038,463
30306108039,617
30401108101,441
30401108102,384
30401108103,348
30401108104,550
30401108105,688
30401108106,450
30401108107,445
30401108108,444
30401108109,364
30401108110,0
30401108111,0
30401108112,496
30401108113,390
30401108114,265
30401108115,516
30401108116,230
30401108117,454
30401108118,360
30401108119,399
30401108120,413
30401108201,230
30401108202,226
30401108203,272
30401108204,396
30401108205,230
30401108206,268
30401108207,519
30401108208,340
30401108209,371
30401108210,441
30401108211,484
30401108212,409
30401108213,551
30401108214,341
30401108215,282
30401108216,336
30401108217,336
30401108218,259
30401108219,455
30401108220,365
30401108301,242
30401108302,570
30401108303,340
30401108304,427
30401108305,321
30401108306,306
30401108307,209
30401108308,333
30401108309,434
30401108310,400
30401108311,559
30401108401,629
30401108402,297
30401108403,500
30401108404,603
30401108405,0
30401108406,0
30401108407,250
30401108408,535
30401108409,567
30401108410,325
30401108411,549
30401108412,485
30401108413,510
30401108414,281
30401108415,266
30401108416,357
30401108417,516
30401108418,421
30401108419,171
30401108420,3
30401108421,411
30401108422,589
30401108423,481
30401108424,440
30401108425,514
30401108501,490
30401108502,283
30401108503,370
30401108504,364
30401108505,376
30401108506,438
30401108507,509
30401108508,299
30401108509,536
30401108510,366
30401108511,431
30402108601,419
30402108603,268
30402108604,427
30402108605,598
30402108611,307
30402108612,490
30402108613,497
30402108614,578
30402108615,423
30402108618,377
30402108619,445
30402108620,288
30402108621,236
30402108622,252
30402108623,300
30402108624,502
30402108625,588
30402108626,0
30402108627,412
30402108628,447
30402108629,405
30402108630,395
30402108631,381
30402108632,448
30402108633,346
30402108634,323
30402108635,420
30402108701,50
30402108702,412
30402108703,397
30402108704,340
30402108705,660
30402108706,309
30402108707,291
30402108708,332
30402108709,184
30402108710,373
30402108711,418
30402108713,339
30402108714,311
30402108715,350
30402108716,581
30402108717,394
30402108718,276
30402108719,360
30402108720,427
30402108721,225
30402108801,383
30402108802,217
30402108803,428
30402108804,512
30402108805,575
30402108806,437
30402108807,261
30402108808,493
30402108809,603
30402108810,550
30402108811,599
30402108812,640
30402108813,354
30402108814,482
30402108815,711
30402108816,345
30402108817,531
30402108818,270
30402108819,502
30402108820,522
30402108821,249
30402108822,332
30402108823,512
30402108824,243
30402108901,539
30402108903,323
30402108904,672
30402108905,396
30402108906,557
30402108907,386
30402108908,351
30402108909,454
30402108910,669
30402109001,603
30402109002,432
30402109003,227
30402109004,312
30402109005,641
30402109006,354
30402109007,852
30402109008,331
30402109009,441
30402109010,677
30402109011,626
30402109012,442
30402109013,264
30402109014,290
30402109015,314
30402109016,447
30402109017,654
30402109018,862
30402109019,652
30402109101,461
30402109102,191
30402109103,424
30402109104,338
30402109105,621
30402109106,698
30402109107,503
30402109108,634
30402109109,367
30402109110,513
30402109111,591
30402109112,328
30403109201,246
30403109202,664
30403109203,328
30403109204,370
30403109205,714
30403109206,355
30403109207,403
30403109208,625
30403109209,613
30403109210,322
30403109211,638
30403109212,298
30403109213,545
30403109214,677
30403109215,460
30403109216,593
30403109301,621
30403109302,336
30403109303,605
30403109304,0
30403109305,478
30403109306,603
30403109307,502
30403109308,473
30403109309,469
30403109310,327
30403109311,433
30403109312,454
30403109401,515
30403109402,524
30403109403,250
30403109404,631
30403109405,38
30403109406,300
30403109407,511
30403109408,512
30403109409,443
30403109410,315
30403109411,600
30403109412,430
30403109413,522
30403109414,381
30403109416,277
30403109417,710
30403109418,373
30403109419,290
30403109420,474
30403109421,326
30403109422,151
30403109423,235
30403109424,314
30403109426,609
30403109427,355
30403109428,480
30403109429,476
30403109430,299
30403109431,402
30403109432,554
30403109433,372
30403109434,366
30403109435,432
30403109502,494
30403109503,469
30403109504,471
30403109505,279
30403109506,287
30403109507,378
30403109508,240
30403109510,562
30403109511,333
30403109513,339
30403109515,385
30403109516,332
30403109517,302
30403109518,479
30403109519,437
30403109520,307
30403109521,358
30403109601,607
30403109602,298
30403109603,564
30403109604,404
30403109605,506
30403109606,458
30403109607,324
30403109608,806
30403109609,540
30403109610,526
30403109611,370
30403109612,373
30403109613,368
30403109614,455
30403109615,1889
30403109616,436
30403109617,357
30403109618,720
30403109619,328
30403109620,473
30403109621,429
30403109622,430
30403109623,537
30403109701,418
30403109702,265
30403109703,369
30403109704,770
30403109705,280
30403109706,507
30403109707,380
30403109708,412
30403109709,497
30403109710,457
30403109711,371
30403109712,555
30403109713,298
30403109714,409
30403109715,371
30403109716,454
30403109717,497
30403109718,383
30403109719,332
30403109720,634
30403109721,378
30404109801,315
30404109802,487
30404109803,638
30404109804,885
30404109805,520
30404109806,814
30404109807,283
30404109808,786
30404109809,547
30404109810,359
30404109811,364
30404109812,833
30404109813,237
30404109815,469
30404109816,505
30404109817,364
30404109818,646
30404109901,33
30404110001,438
30404110002,473
30404110003,633
30404110004,438
30404110005,303
30404110006,309
30404110007,5
30404110008,339
30404110009,440
30404110010,461
30404110011,591
30404110012,436
30404110013,407
30404110014,283
30404110015,417
30404110016,297
30404110017,477
30404110018,225
30404110019,447
30404110101,476
30404110102,703
30404110103,458
30404110104,350
30404110105,357
30404110106,426
30404110107,591
30404110109,439
30404110110,440
30404110111,368
30404110112,512
30404110113,303
30404110114,471
30404110115,525
30404110116,456
30404110117,495
30404110118,290
30404110119,502
30404110120,680
30404110121,67
30404110122,4
30404110201,0
30404110301,222
30404110302,366
30404110303,640
30404110304,466
30404110305,388
30404110306,575
30404110307,352
30404110308,524
30404110309,517
30404110310,361
30404110311,546
30404110312,328
30404110313,530
30404110314,404
30404110315,331
30404110316,428
30404110317,389
30404110318,351
30404110319,372
30404110320,362
30404110321,291
30404110322,346
30404110323,401
30404110324,359
30404110325,428
30404110326,291
30404110327,466
30404110328,520
30404110329,440
30404110330,271
30404110331,537
30404110332,419
30404110333,523
30404110334,557
30404110335,630
30404110336,484
30404110337,328
30404110338,611
30404110339,459
30404110340,264
30404110401,391
30404110402,528
30404110403,524
30404110404,551
30404110405,535
30404110406,829
30404110407,665
30404110408,539
30404110409,242
30404110410,425
30404110411,722
30404110412,333
30404110414,196
30404110415,362
30404110416,314
30404110417,443
30404110418,299
30404110419,527
30404110420,422
30404110421,362
30404110422,514
30404110423,821
30404110424,99
30404110425,455
30404110426,0
30404110427,594
30501110501,783
30501110505,223
30501110506,456
30501110508,678
30501110513,8
30501110515,479
30501110516,378
30501110517,310
30501110518,18
30501110519,324
30501110520,552
30501110521,0
30501110522,726
30501110523,469
30501110526,456
30501110527,727
30501110528,475
30501110529,519
30501110530,436
30501110531,330
30501110532,477
30501110533,502
30501110534,543
30501110535,0
30501110536,163
30501110537,1225
30501110538,429
30501110539,273
30501110540,546
30501110541,470
30501110542,312
30501110601,140
30501110604,536
30501110606,806
30501110607,702
30501110610,491
30501110611,517
30501110612,499
30501110614,401
30501110615,683
30501110616,763
30501110617,589
30501110618,427
30501110619,1160
30501110620,421
30501110621,360
30501110622,345
30501110623,399
30501110624,287
30501110701,490
30501110702,393
30501110703,514
30501110704,454
30501110705,345
30501110706,405
30501110707,691
30501110708,546
30501110709,380
30501110710,462
30501110711,465
30501110712,220
30501110713,277
30501110714,292
30501110715,427
30501110801,532
30501110802,365
30501110803,273
30501110804,429
30501110805,435
30501110806,565
30501110807,419
30501110810,731
30501110811,482
30501110812,658
30501110813,611
30501110814,733
30501110816,447
30501110817,541
30501110818,261
30501110819,365
30501110820,444
30501110821,97
30501110822,514
30501110823,445
30501110824,398
30501110901,312
30501110902,432
30501110903,547
30501110904,310
30501110905,344
30501110906,367
30501110907,321
30501110908,440
30501110909,396
30501110910,607
30501110911,250
30501110912,387
30501110913,374
30501110914,544
30501110915,515
30501110916,234
30501110917,550
30501110918,536
30501110919,421
30501110920,241
30501110921,565
30501110922,374
30501110923,457
30501110924,324
30501110925,290
30501110926,401
30501110927,190
30501110928,483
30501110929,552
30501110930,417
30501110931,284
30501111001,513
30501111002,453
30501111008,527
30501111010,465
30501111011,502
30501111013,809
30501111014,432
30501111019,311
30501111020,686
30501111021,150
30501111022,346
30501111023,554
30501111024,369
30501111025,536
30501111026,448
30501111027,555
30501111028,540
30501111029,402
30501111030,256
30501111031,488
30501111032,504
30501111033,141
30501111034,285
30501111035,1442
30501111036,326
30501111037,655
30501111038,280
30501111039,398
30501111040,425
30501111041,433
30501111101,366
30501111102,720
30501111103,685
30501111104,254
30501111105,487
30501111106,474
30501111107,748
30501111108,453
30501111109,502
30501111110,555
30501111111,506
30501111112,603
30501111114,273
30501111115,252
30501111202,439
30501111204,425
30501111205,235
30501111206,508
30501111207,294
30501111208,347
30501111209,415
30501111210,445
30501111211,472
30501111212,603
30501111213,368
30501111215,469
30501111216,431
30501111217,462
30501111218,248
30501111221,614
30501111222,326
30501111224,427
30501111225,484
30501111226,401
30501111227,543
30501111228,358
30501111229,505
30501111230,453
30501111231,623
30501111232,613
30501111233,383
30501111234,470
30501111235,447
30501111236,429
30501111237,809
30501111238,444
30501111239,455
30502111301,392
30502111302,607
30502111303,470
30502111304,444
30502111305,420
30502111306,557
30502111307,516
30502111308,382
30502111309,371
30502111310,417
30502111401,449
30502111402,437
30502111403,580
30502111404,988
30502111405,380
30502111406,472
30502111407,604
30502111408,480
30502111409,960
30502111410,701
30502111411,518
30502111412,487
30502111413,372
30502111501,268
30502111502,381
30502111503,400
30502111504,516
30502111506,284
30502111507,552
30502111508,395
30502111510,500
30502111511,322
30502111512,468
30502111513,451
30502111514,395
30502111515,191
30502111516,327
30502111517,396
30502111518,262
30502111601,306
30502111602,478
30502111603,273
30502111604,572
30502111605,368
30502111606,525
30502111607,541
30502111608,674
30502111609,210
30502111610,590
30502111611,582
30502111701,367
30502111702,324
30502111703,236
30502111704,679
30502111705,726
30502111706,346
30502111707,602
30502111708,6
30502111709,337
30502111710,510
30502111711,395
30502111712,369
30502111713,319
30502111714,511
30502111715,748
30502111717,476
30502111718,492
30502111719,595
30502111720,545
30502111721,345
30502111722,0
30502111723,539
30502111724,449
30502111725,350
30502111726,290
30502111727,578
30502111728,431
30502111729,0
30502111730,345
30502111731,469
30502111732,504
30502111733,326
30502111734,649
30502111735,413
30502111801,168
30502111802,250
30502111803,638
30502111804,496
30502111805,416
30502111806,650
30502111807,355
30502111808,418
30502111809,652
30502111810,549
30502111811,557
30502111812,535
30502111813,291
30502111814,586
30502111815,314
30503111901,0
30503111905,322
30503111906,352
30503111909,608
30503111910,166
30503111911,294
30503111912,220
30503111913,458
30503111914,507
30503111915,243
30503111916,287
30503111917,300
30503111918,564
30503112001,384
30503112002,352
30503112003,332
30503112004,499
30503112005,522
30503112006,562
30503112007,698
30503112008,414
30503112009,394
30503112010,459
30503112011,607
30503112012,431
30503112013,250
30503112014,0
30503112015,300
30503112016,413
30503112101,349
30503112102,469
30503112103,444
30503112104,582
30503112105,483
30503112106,528
30503112107,655
30503112108,333
30503112109,642
30503112110,504
30503112111,602
30503112112,197
30503112201,612
30503112202,548
30503112203,583
30503112204,388
30503112205,343
30503112206,319
30503112207,545
30503112208,336
30503112209,258
30503112210,227
30503112211,505
30503112212,438
30503112213,476
30503112214,577
30503112215,731
30503112216,488
30503112217,449
30503112218,371
30503112219,485
30503112220,348
30503112221,330
30503112222,445
30503112223,539
30503112224,428
30503112301,599
30503112302,562
30503112303,420
30503112304,253
30503112305,382
30503112306,449
30503112307,672
30503112308,488
30503112309,476
30503112310,332
30503112401,255
30503112402,522
30503112403,282
30503112405,437
30503112406,553
30503112407,623
30503112408,709
30503112409,365
30503112410,242
30503112411,476
30503112412,216
30503112413,425
30503112414,429
30503112415,327
30503112416,328
30503112417,268
30503112418,303
30503112501,244
30503112502,759
30503112503,404
30503112504,393
30503112505,6
30503112506,316
30503112507,351
30503112508,524
30503112509,265
30503112510,295
30503112511,425
30503112512,398
30503112513,576
30503112601,316
30503112602,575
30503112603,311
30503112604,532
30503112605,651
30503112606,417
30503112607,356
30503112608,594
30503112609,357
30503112610,537
30503112611,607
30503112612,460
30503112613,443
30503112614,607
30503112616,7
30503112618,292
30503112619,314
30503112620,3
30503112621,177
30503112622,650
30503112623,181
30503112625,349
30503112626,531
30503112627,378
30503112628,510
30503112701,607
30503112702,459
30503112703,607
30503112704,736
30503112705,362
30503112706,725
30503112707,222
30503112708,437
30503112709,441
30503112710,486
30503112801,547
30503112802,812
30503112804,344
30503112806,487
30503112807,382
30503112808,648
30503112809,337
30503112810,14
30503112813,304
30503112814,335
30503112815,437
30503112816,248
30503112817,221
30503112818,737
30503112819,403
30503112820,565
30503112821,447
30503112822,460
30503112823,395
30503112824,439
30503112825,626
30503112826,764
30503112827,301
30503112828,449
30503112829,476
30503112830,417
30503112831,327
30503112832,229
30503112833,708
30503112834,507
30503112835,316
30503112836,233
30503112837,181
30503112838,336
30503112839,341
30503112840,369
30503112841,334
30503112842,300
30503112843,514
30503112844,235
30503112845,341
30503112846,467
30503112847,650
30503112901,645
30503112902,369
30503112903,348
30503112904,379
30503112905,342
30503112906,600
30503112907,343
30503112908,490
30503112909,293
30503112910,239
30503113001,919
30503113003,406
30503113004,679
30503113005,297
30503113006,387
30503113007,391
30503113008,355
30503113009,382
30503113010,507
30503113011,413
30503113012,317
30503113013,546
30503113014,466
30503113015,539
30503113016,596
30503113017,274
30503113018,508
30503113101,587
30503113102,406
30503113103,513
30503113104,354
30503113105,441
30503113106,366
30503113107,412
30503113108,623
30503113111,326
30503113113,523
30503113115,522
30503113116,261
30503113117,428
30503113118,580
30503113119,274
30503113120,588
30503113121,476
30503113122,562
30503113123,261
30503113124,462
30503113125,468
30503113126,464
30503113127,345
30503113128,273
30503113129,169
30503113130,323
30504113201,489
30504113202,291
30504113203,253
30504113204,513
30504113205,428
30504113206,365
30504113207,541
30504113208,690
30504113209,467
30504113210,317
30504113211,480
30504113212,396
30504113213,366
30504113214,366
30504113215,396
30504113216,339
30504113217,369
30504113218,490
30504113219,428
30504113220,480
30504113221,362
30504113222,226
30504113223,320
30504113224,529
30504113225,742
30504113226,571
30504113227,589
30504113228,408
30504113229,611
30504113230,394
30504113231,480
30504113301,450
30504113302,264
30504113303,404
30504113304,588
30504113305,412
30504113306,288
30504113307,454
30504113308,367
30504113309,554
30504113310,485
30504113311,483
30504113312,420
30504113313,485
30504113401,460
30504113402,409
30504113403,262
30504113404,497
30504113405,453
30504113406,445
30504113407,420
30504113408,657
30504113409,608
30504113410,702
30504113411,508
30504113412,418
30504113413,497
30504113414,375
30504113415,484
30504113416,249
30504113417,422
30504113418,451
30504113419,619
30504113420,554
30504113421,553
30504113422,326
30504113501,281
30504113502,428
30504113503,416
30504113504,343
30504113505,327
30504113506,376
30504113507,443
30504113508,408
30504113509,334
30504113510,469
30504113511,481
30504113512,374
30504113513,319
30504113514,527
30504113516,331
30504113517,580
30504113518,661
30504113519,332
30504113520,517
30504113521,589
30504113522,445
30504113523,568
30504113524,233
30504113525,458
30504113526,628
30504113527,310
30504113528,330
30504113529,280
30504113530,383
30504113601,258
30504113602,290
30504113603,524
30504113604,340
30504113605,253
30504113606,551
30504113607,533
30504113608,648
30504113609,465
30504113610,283
30504113611,380
30504113612,388
30504113613,530
30504113614,513
30504113615,0
30504113701,319
30504113702,610
30504113703,355
30504113704,295
30504113705,383
30504113706,428
30504113707,570
30504113708,290
30504113709,577
30504113710,189
30504113711,512
30504113714,634
30504113715,382
30504113716,287
30504113717,431
30504113718,568
30504113719,487
30504113720,461
30504113721,486
30504113722,462
30504113723,466
30504113724,529
30504113726,199
30504113727,315
30504113728,383
30504113729,367
30504113730,332
30504113731,379
30504113732,285
30504113733,407
30601113801,403
30601113802,419
30601113803,578
30601113804,328
30601113805,415
30601113806,205
30601113807,313
30601113808,251
30601113809,256
30601113810,487
30601113811,223
30601113812,459
30601113813,895
30601113814,322
30601113901,622
30601113904,386
30601113905,432
30601113907,501
30601113909,225
30601113910,679
30601113911,553
30601113913,448
30601113914,515
30601113915,715
30601113916,273
30601113917,608
30601113918,389
30601113919,430
30601113920,384
30601113922,5
30601113923,557
30601113924,336
30601113925,572
30601113926,374
30601113927,305
30601113928,392
30601113929,279
30601113930,684
30601113931,483
30601113932,363
30601113933,254
30601114001,559
30601114002,302
30601114003,442
30601114004,3
30601114005,251
30601114006,594
30601114007,600
30601114008,592
30601114009,402
30601114010,0
30601114101,388
30601114102,315
30601114103,380
30601114104,247
30601114105,227
30601114106,252
30601114107,407
30601114108,838
30601114109,575
30601114110,610
30601114111,703
30601114112,211
30601114113,719
30601114114,634
30601114115,277
30601114117,405
30601114118,499
30601114119,275
30601114120,0
30601114122,447
30601114123,1099
30601114124,348
30601114125,184
30601114126,533
30601114127,239
30601114128,309
30601114129,479
30601114130,23
30601114131,532
30601114132,331
30601114133,570
30601114134,0
30601114135,23
30601114136,660
30601114201,639
30601114205,262
30601114206,486
30601114207,378
30601114208,466
30601114209,434
30601114210,276
30601114213,230
30601114214,631
30601114215,395
30601114216,681
30601114221,314
30601114222,0
30601114223,366
30601114224,289
30601114225,541
30601114226,329
30601114227,633
30601114228,11
30601114229,589
30601114230,527
30601114231,303
30601114233,497
30601114234,416
30601114235,317
30601114236,655
30601114237,487
30601114238,387
30601114239,338
30601114240,158
30601114241,304
30601114242,432
30601114243,461
30601114244,351
30601114245,481
30601114246,517
30601114247,514
30601114248,347
30601114249,595
30601114250,222
30601114251,498
30601114301,0
30601114302,0
30601114303,467
30601114304,436
30601114305,377
30601114306,237
30601114307,423
30601114308,355
30601114309,465
30601114310,254
30601114311,306
30601114312,231
30601114313,7
30601114314,306
30601114315,425
30601114316,395
30601114317,557
30601114318,425
30601114319,450
30602114401,491
30602114402,498
30602114403,359
30602114404,404
30602114405,576
30602114406,371
30602114407,571
30602114408,333
30602114409,882
30602114410,322
30602114411,218
30602114412,320
30602114413,842
30602114414,532
30602114415,560
30602114416,365
30602114417,223
30602114418,486
30602114501,479
30602114503,415
30602114504,1162
30602114507,347
30602114508,587
30602114509,554
30602114510,383
30602114511,407
30602114512,390
30602114514,725
30602114515,452
30602114516,311
30602114517,237
30602114518,649
30602114519,760
30602114520,293
30602114521,299
30602114522,625
30602114523,365
30602114524,541
30602114525,413
30602114526,316
30602114527,831
30602114528,582
30602114529,417
30602114601,516
30602114602,540
30602114603,1014
30602114604,394
30602114605,491
30602114606,578
30602114607,448
30602114608,374
30602114609,358
30602114610,479
30602114611,292
30602114612,248
30602114613,486
30602114614,425
30602114615,679
30602114616,540
30602114617,502
30602114701,705
30602114702,312
30602114703,574
30602114704,221
30602114705,237
30602114706,366
30602114707,938
30602114708,391
30602114709,358
30602114710,308
30602114711,293
30602114712,424
30602114713,411
30602114714,802
30602114715,421
30602114716,465
30602114719,402
30602114720,286
30602114721,467
30602114722,155
30602114723,425
30602114724,548
30602114725,745
30602114726,1149
30602114801,197
30602114802,578
30602114803,94
30602114804,401
30602114805,376
30602114806,444
30602114807,289
30602114808,327
30602114809,500
30602114810,456
30602114811,827
30602114812,322
30602114813,337
30602114814,237
30602114815,514
30602114816,210
30602114817,385
30602114818,279
30602114819,532
30602114820,849
30602114821,175
30602114822,1074
30602114823,421
30602114901,616
30602114902,444
30602114903,486
30602114904,293
30602114905,603
30602114906,456
30602114907,797
30602114908,358
30602114909,0
30602114910,303
30602114911,282
30602114912,107
30602114913,413
30602114914,402
30602114915,433
30602114916,218
30602114917,340
30602114919,681
30602114920,386
30602114921,473
30602114922,343
30602114923,386
30602114924,527
30602114925,278
30602114926,361
30602115001,7
30602115101,299
30602115102,619
30602115103,391
30602115104,340
30602115105,599
30602115106,465
30602115107,217
30602115108,352
30602115109,455
30602115110,295
30602115111,619
30602115112,389
30602115113,262
30602115114,414
30602115115,474
30602115201,350
30602115202,484
30602115203,292
30602115204,239
30602115205,353
30602115206,214
30602115207,532
30602115208,246
30602115209,299
30602115210,315
30602115211,505
30602115212,219
30602115213,552
30602115214,580
30602115301,513
30602115302,485
30602115303,453
30602115304,484
30602115305,576
30602115306,744
30602115307,213
30602115308,312
30602115309,554
30602115310,503
30602115311,501
30602115312,509
30602115313,348
30602115314,413
30602115315,394
30602115316,646
30602115317,255
30602115318,317
30602115319,465
30602115401,418
30602115403,492
30602115404,321
30602115405,324
30602115406,268
30602115407,271
30602115408,296
30602115409,494
30602115410,964
30602115411,414
30602115412,533
30602115413,327
30602115414,276
30602115415,462
30602115416,341
30602115417,315
30602115501,559
30602115502,189
30602115503,427
30602115504,717
30602115505,368
30602115506,290
30602115507,411
30602115508,362
30602115509,567
30602115510,0
30602115511,563
30602115512,473
30602115601,264
30602115602,499
30602115603,296
30602115604,531
30602115605,270
30602115606,229
30602115607,334
30602115608,431
30602115609,408
30602115610,335
30602115611,483
30602115612,0
30602115613,271
30602115614,515
30602115615,213
30602115616,271
30602115617,510
30602115618,305
30602115619,529
30602115620,316
30602115621,533
30602115622,546
30602115623,264
30602115701,1001
30602115702,378
30602115703,307
30602115704,417
30602115705,686
30602115706,337
30602115707,295
30602115708,363
30602115709,229
30602115710,0
30602115711,494
30602115712,605
30603115801,158
30603115802,301
30603115803,272
30603115804,357
30603115806,183
30603115807,414
30603115808,350
30603115809,205
30603115810,419
30603115811,154
30603115812,261
30603115813,268
30603115814,220
30603115815,245
30603115816,120
30603115817,144
30603115818,488
30603115901,391
30603115902,283
30603115903,132
30603115904,283
30603115905,221
30603115906,338
30603115907,405
30603115908,232
30603115909,216
30603115910,228
30603115911,228
30603115912,381
30603115913,405
30603115914,316
30603115915,547
30603115916,425
30603115917,343
30603115918,294
30603115919,239
30603115920,232
30603115921,235
30603115922,385
30603115923,155
30603115924,228
30603115925,401
30603115927,191
30603115928,428
30603115929,250
30603115930,594
30603115931,63
30603115932,209
30603116001,407
30603116002,292
30603116003,329
30603116004,377
30603116005,403
30603116006,480
30603116007,429
30603116008,312
30603116009,458
30603116010,238
30603116011,517
30603116012,27
30603116013,0
30603116014,252
30603116015,219
30603116016,0
30603116017,315
30603116018,438
30603116019,400
30603116020,655
30603116021,355
30603116023,242
30603116024,217
30603116025,287
30603116027,95
30603116028,265
30603116101,348
30603116102,112
30603116103,321
30603116104,29
30603116105,206
30603116106,5
30603116107,252
30603116108,0
30603116109,312
30603116110,272
30603116112,612
30603116113,377
30603116114,345
30603116115,8
30603116116,445
30603116117,187
30603116118,284
30603116119,339
30603116120,428
30603116121,298
30603116122,370
30603116123,332
30603116124,526
30603116125,182
30603116126,469
30603116127,257
30603116128,215
30603116129,276
30603116130,402
30603116131,127
30603116132,191
30603116133,480
30603116134,368
30603116135,292
30603116136,122
30603116137,0
30603116138,12
30603116139,4
30603116140,222
30603116141,231
30603116142,142
30603116143,175
30603116144,436
30603116201,0
30603116301,1273
30603116302,1234
30604116401,216
30604116402,252
30604116403,326
30604116404,408
30604116405,364
30604116406,518
30604116407,316
30604116408,99
30604116409,375
30604116410,439
30604116411,417
30604116412,270
30604116413,463
30604116414,414
30604116416,377
30604116417,350
30604116418,8
30604116419,167
30604116420,98
30604116421,247
30604116422,520
30604116501,253
30604116502,404
30604116503,326
30604116505,503
30604116506,510
30604116508,574
30604116509,193
30604116511,441
30604116513,469
30604116514,348
30604116516,321
30604116517,369
30604116518,31
30604116519,336
30604116520,515
30605116601,432
30605116602,496
30605116603,676
30605116604,554
30605116605,402
30605116606,517
30605116607,297
30605116608,334
30605116609,494
30605116610,420
30605116611,532
30605116612,367
30605116613,477
30605116614,480
30605116615,432
30605116616,471
30605116619,235
30605116620,259
30605116622,394
30605116623,502
30605116624,512
30605116625,556
30605116626,229
30605116628,247
30605116629,490
30605116630,149
30605116631,217
30605116632,82
30605116633,329
30605116701,241
30605116702,170
30605116703,373
30605116704,455
30605116705,519
30605116706,240
30605116707,310
30605116708,306
30605116709,322
30605116710,337
30605116711,442
30605116712,350
30605116713,342
30605116714,274
30605116715,260
30605116717,558
30605116801,0
30605116802,0
30605116803,231
30605116804,0
30605116805,393
30605116806,425
30605116807,545
30605116808,376
30605116809,463
30605116810,294
30605116811,560
30605116812,687
30605116814,197
30605116816,104
30605116817,103
30605116818,443
30605116901,305
30605116902,233
30605116903,265
30605116904,397
30605116905,398
30605116906,438
30605116907,171
30605116908,150
30605116909,173
30605116910,780
30605116911,451
30605116912,15
30605116913,390
30605116914,282
30605116915,220
30605116916,311
30605116917,173
30605116918,285
30605116919,372
30605116920,316
30605116921,177
30605116922,242
30605116923,678
30605116924,243
30605116925,270
30605116926,215
30605116927,252
30605116928,272
30605116929,126
30605116930,466
30605117002,457
30605117003,681
30605117004,333
30605117005,531
30605117006,365
30605117007,217
30605117008,244
30605117009,285
30605117010,508
30605117011,604
30605117012,316
30605117013,208
30605117014,422
30605117015,518
30605117016,580
30605117017,600
30605117018,257
30605117019,485
30605117020,472
30605117021,676
30605117022,451
30605117023,648
30605117024,651
30605117026,436
30605117027,557
30605117028,326
30701117101,414
30701117102,370
30701117103,328
30701117104,416
30701117105,382
30701117106,254
30701117107,332
30701117108,376
30701117109,237
30701117110,349
30701117111,244
30701117112,388
30701117113,242
30701117114,0
30701117201,401
30701117202,462
30701117203,352
30701117204,522
30701117205,802
30701117206,725
30701117207,424
30701117208,217
30701117209,444
30701117210,246
